Temps (s),Consigne fleche (deg),Consigne balancier (deg),Consigne godet (deg),Gamma 1 (deg),Gamma 2 (deg),Gamma 3 (deg),Gamma 5 (deg),Vitesse axe fleche (deg/s),Vitesse axe balancier (deg/s),Vitesse axe godet (deg/s),Vitesse axe triangle (deg/s),Consigne X (mm),Consigne Y (mm),Consigne gamma (deg),X (mm),Y (mm),Gamma (deg),Consigne vitesse verin 1 (mm/s),Consigne vitesse verin 2 (mm/s),Consigne vitesse verin 3 (mm/s),Vitesse verin 1 (mm/s),Vitesse verin 2 (mm/s),Vitesse verin 3 (mm/s),Longueur verin 1 (mm),Longueur verin 2 (mm),Longueur verin 3 (mm),Force verin 1 (N),Force verin 2 (N),Force verin 3 (N),Courant verin 1 (A),Courant verin 2 (A),Courant verin 3 (A),Tension verin 1 (V),Tension verin 2 (V),Tension verin 3 (V),Puissance verin 1 (W),Puissance verin 2 (W),Puissance verin 3 (W),Energie verin 1 (J),Energie verin 2 (J),Energie verin 3 (J),Puissance mecanique verin 1 (W),Puissance mecanique verin 2 (W),Puissance mecanique verin 3 (W),Angle moteur verin 1 (rad),Angle moteur verin 2 (rad),Angle moteur verin 3 (rad),Vitesse moteur verin 1 (rad/s),Vitesse moteur verin 2 (rad/s),Vitesse moteur verin 3 (rad/s),Butee fleche,Butee balancier,Butee godet,Butee sol
11.145,30.428,-63.421,72.000,30.425,-63.411,70.321,77.345,-0.000,0.001,0.012,0.009,700.0,100.0,35.0,700.0,100.0,-21.1,-0.021,0.019,-2.519,-0.021,0.018,-2.497,70.8,2.7,0.1,-296.2,-125.2,-12.2,0.000,-0.000,-0.130,0.00,0.00,-7.37,0.00,0.00,0.03,67.17,13.54,10.59,0.01,0.00,0.03,3186.114,122.134,2.373,-0.933,0.826,-112.334,0,0,0,0
11.176,30.428,-63.421,72.000,30.425,-63.411,70.323,77.345,-0.000,0.001,0.012,0.009,700.0,100.0,35.0,700.0,100.0,-21.1,-0.021,0.019,-2.515,-0.021,0.018,-2.499,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.130,0.00,0.00,-7.40,0.00,0.00,0.96,67.17,13.54,10.61,0.01,0.00,0.03,3186.114,122.134,2.315,-0.935,0.827,-112.422,0,0,0,0
11.192,30.428,-63.421,72.000,30.425,-63.411,70.321,77.345,-0.000,0.001,0.012,0.009,700.0,100.0,35.0,700.0,100.0,-21.1,-0.021,0.019,-2.518,-0.021,0.018,-2.499,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.130,0.00,0.00,-7.38,0.00,0.00,0.96,67.17,13.54,10.63,0.01,0.00,0.03,3186.114,122.134,2.364,-0.937,0.828,-112.415,0,0,0,0
11.207,30.428,-63.421,72.000,30.425,-63.411,70.324,77.345,-0.000,0.001,0.012,0.009,700.0,100.0,35.0,700.0,100.0,-21.1,-0.021,0.019,-2.515,-0.021,0.018,-2.507,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.130,0.00,0.00,-7.41,0.00,0.00,0.96,67.17,13.54,10.64,0.01,0.00,0.03,3186.114,122.134,2.305,-0.939,0.829,-112.779,0,0,0,0
11.238,30.428,-63.421,72.000,30.425,-63.411,70.322,77.345,-0.000,0.001,0.012,0.010,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.019,-2.518,-0.021,0.018,-2.507,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.130,0.00,0.00,-7.38,0.00,0.00,0.96,67.17,13.54,10.66,0.01,0.00,0.03,3186.114,122.134,2.355,-0.941,0.829,-112.773,0,0,0,0
11.254,30.428,-63.421,72.000,30.425,-63.412,70.324,77.345,-0.000,0.001,0.002,0.001,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.018,-2.514,-0.021,0.018,-2.526,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.134,0.00,0.00,-7.41,0.00,0.00,0.96,67.17,13.54,10.68,0.01,0.00,0.03,3186.114,122.134,2.296,-0.943,0.830,-113.649,0,0,0,0
11.270,30.428,-63.421,72.000,30.425,-63.412,70.322,77.345,-0.000,0.001,0.002,0.002,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.018,-2.517,-0.021,0.018,-2.526,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.134,0.00,0.00,-7.39,0.00,0.00,0.99,67.17,13.54,10.70,0.01,0.00,0.03,3186.114,122.134,2.346,-0.945,0.830,-113.644,0,0,0,0
11.285,30.428,-63.421,72.000,30.425,-63.412,70.324,77.345,-0.000,0.001,-0.067,-0.052,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.018,-2.513,-0.021,0.018,-2.539,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.159,0.00,0.00,-7.40,0.00,0.00,0.99,67.17,13.54,10.72,0.01,0.00,0.03,3186.114,122.134,2.286,-0.947,0.829,-114.221,0,0,0,0
11.316,30.428,-63.421,72.000,30.425,-63.412,70.322,77.345,-0.000,0.001,-0.067,-0.052,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.018,-2.517,-0.021,0.018,-2.539,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.159,0.00,0.00,-7.39,0.00,0.00,1.18,67.17,13.54,10.75,0.01,0.00,0.03,3186.114,122.134,2.336,-0.949,0.828,-114.222,0,0,0,0
11.332,30.428,-63.421,72.000,30.425,-63.412,70.324,77.345,-0.000,0.001,-0.045,-0.035,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.018,-2.514,-0.021,0.018,-2.517,70.8,2.7,0.1,-288.7,-118.3,-10.0,0.000,-0.000,-0.151,0.00,0.00,-7.38,0.00,0.00,1.17,67.17,13.54,10.77,0.01,0.00,0.03,3186.114,122.134,2.292,-0.951,0.828,-113.246,0,0,0,0
11.348,30.428,-63.421,72.000,30.425,-63.412,70.323,77.345,-0.000,0.001,-0.045,-0.035,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.018,-2.516,-0.021,0.018,-2.518,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.151,0.00,0.00,-7.40,0.00,0.00,1.11,67.17,13.54,10.79,0.01,0.00,0.03,3186.114,122.134,2.327,-0.953,0.827,-113.257,0,0,0,0
11.379,30.428,-63.421,72.000,30.425,-63.412,70.321,77.345,-0.000,0.001,-0.008,-0.006,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.018,-2.519,-0.021,0.018,-2.507,70.8,2.7,0.1,-295.4,-124.5,-12.0,0.000,-0.000,-0.271,0.00,0.00,-7.37,0.00,0.00,1.12,67.17,13.54,10.81,0.01,0.00,0.03,3186.114,122.134,2.376,-0.955,0.825,-112.764,0,0,0,0
11.394,30.428,-63.421,72.000,30.425,-63.412,70.323,77.345,-0.000,0.001,-0.008,-0.006,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.018,-2.515,-0.021,0.018,-2.508,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.271,0.00,0.00,-7.40,0.00,0.00,2.00,67.17,13.54,10.85,0.01,0.00,0.03,3186.114,122.134,2.317,-0.957,0.824,-112.824,0,0,0,0
11.409,30.428,-63.421,72.000,30.425,-63.412,70.321,77.345,-0.000,0.001,-0.008,-0.006,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.018,-2.518,-0.021,0.018,-2.508,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.271,0.00,0.00,-7.38,0.00,0.00,2.01,67.17,13.54,10.89,0.01,0.00,0.03,3186.113,122.134,2.367,-0.959,0.823,-112.816,0,0,0,0
11.425,30.428,-63.421,72.000,30.425,-63.412,70.324,77.345,-0.000,0.001,-0.008,-0.006,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.018,-2.515,-0.021,0.018,-2.513,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.271,0.00,0.00,-7.40,0.00,0.00,2.00,67.17,13.54,10.93,0.01,0.00,0.03,3186.113,122.134,2.308,-0.961,0.821,-113.072,0,0,0,0
11.456,30.428,-63.421,72.000,30.425,-63.412,70.321,77.345,-0.000,0.001,-0.008,-0.006,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.018,-2.518,-0.021,0.018,-2.513,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.271,0.00,0.00,-7.38,0.00,0.00,2.01,67.17,13.54,10.97,0.01,0.00,0.03,3186.113,122.134,2.358,-0.963,0.820,-113.065,0,0,0,0
11.471,30.428,-63.421,72.000,30.425,-63.412,70.324,77.345,-0.000,0.001,-0.008,-0.006,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.018,-2.514,-0.021,0.018,-2.536,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.271,0.00,0.00,-7.41,0.00,0.00,2.00,67.17,13.54,11.01,0.01,0.00,0.03,3186.113,122.134,2.299,-0.965,0.819,-114.106,0,0,0,0
11.486,30.428,-63.421,72.000,30.425,-63.412,70.322,77.345,-0.000,0.001,-0.008,-0.006,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.018,-2.517,-0.022,0.018,-2.536,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.271,0.00,0.00,-7.39,0.00,0.00,2.01,67.17,13.54,11.05,0.01,0.00,0.03,3186.113,122.134,2.348,-0.967,0.817,-114.100,0,0,0,0
11.517,30.428,-63.421,72.000,30.425,-63.412,70.324,77.345,-0.000,0.001,-0.044,-0.034,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.018,-2.514,-0.022,0.018,-2.548,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.285,0.00,0.00,-7.41,0.00,0.00,2.00,67.17,13.54,11.09,0.01,0.00,0.03,3186.113,122.134,2.289,-0.970,0.816,-114.650,0,0,0,0
11.533,30.428,-63.421,72.000,30.425,-63.412,70.322,77.345,-0.000,0.001,-0.044,-0.034,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.018,-2.517,-0.022,0.018,-2.548,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.285,0.00,0.00,-7.39,0.00,0.00,2.11,67.17,13.54,11.14,0.01,0.00,0.03,3186.113,122.134,2.339,-0.972,0.814,-114.647,0,0,0,0
11.549,30.428,-63.421,72.000,30.425,-63.412,70.325,77.345,-0.000,0.001,-0.034,-0.026,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.018,-2.513,-0.022,0.018,-2.525,70.8,2.7,0.1,-288.9,-118.5,-10.1,0.000,-0.000,-0.147,0.00,0.00,-7.39,0.00,0.00,2.10,67.17,13.54,11.18,0.01,0.00,0.03,3186.113,122.134,2.285,-0.974,0.812,-113.592,0,0,0,0
11.565,30.428,-63.421,72.000,30.425,-63.412,70.323,77.345,-0.000,0.001,-0.034,-0.026,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.018,-2.516,-0.022,0.018,-2.525,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.147,0.00,0.00,-7.40,0.00,0.00,1.08,67.17,13.54,11.20,0.01,0.00,0.03,3186.113,122.134,2.330,-0.976,0.811,-113.598,0,0,0,0
11.596,30.428,-63.421,72.000,30.425,-63.412,70.321,77.345,-0.000,0.001,0.036,0.027,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.018,-2.518,-0.022,0.018,-2.500,70.8,2.7,0.1,-287.8,-117.5,-9.7,0.000,-0.000,-0.121,0.00,0.00,-7.37,0.00,0.00,1.08,67.17,13.54,11.22,0.01,0.00,0.03,3186.113,122.134,2.361,-0.978,0.809,-112.454,0,0,0,0
11.612,30.428,-63.421,72.000,30.425,-63.412,70.323,77.345,-0.000,0.001,0.036,0.028,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.018,-2.515,-0.022,0.018,-2.501,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.121,0.00,0.00,-7.40,0.00,0.00,0.89,67.17,13.54,11.24,0.01,0.00,0.02,3186.113,122.134,2.320,-0.980,0.808,-112.495,0,0,0,0
11.627,30.428,-63.421,72.000,30.424,-63.412,70.321,77.345,-0.000,0.001,0.036,0.028,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.018,-2.519,-0.022,0.018,-2.500,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.121,0.00,0.00,-7.38,0.00,0.00,0.90,67.17,13.54,11.26,0.01,0.00,0.03,3186.113,122.134,2.370,-0.982,0.806,-112.488,0,0,0,0
11.659,30.428,-63.421,72.000,30.424,-63.412,70.323,77.345,-0.000,0.001,0.036,0.028,700.0,100.0,35.0,700.0,100.0,-21.1,-0.023,0.018,-2.515,-0.022,0.018,-2.504,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.121,0.00,0.00,-7.40,0.00,0.00,0.89,67.17,13.54,11.28,0.01,0.00,0.03,3186.113,122.134,2.311,-0.985,0.805,-112.667,0,0,0,0
11.665,30.428,-63.421,72.000,30.424,-63.412,70.321,77.345,-0.000,0.001,0.036,0.028,700.0,100.0,35.0,700.0,100.0,-21.1,-0.023,0.018,-2.518,-0.022,0.018,-2.504,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.121,0.00,0.00,-7.38,0.00,0.00,0.90,67.17,13.54,11.29,0.01,0.00,0.03,3186.113,122.134,2.361,-0.987,0.805,-112.660,0,0,0,0
11.690,30.428,-63.421,72.000,30.424,-63.412,70.324,77.345,-0.000,0.001,0.036,0.028,700.0,100.0,35.0,700.0,100.0,-21.1,-0.023,0.018,-2.514,-0.022,0.018,-2.516,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.121,0.00,0.00,-7.41,0.00,0.00,0.89,67.17,13.54,11.31,0.01,0.00,0.03,3186.113,122.134,2.302,-0.989,0.804,-113.178,0,0,0,0
11.705,30.428,-63.421,72.000,30.424,-63.412,70.322,77.345,-0.000,0.001,0.036,0.028,700.0,100.0,35.0,700.0,100.0,-21.1,-0.023,0.018,-2.517,-0.022,0.018,-2.516,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.121,0.00,0.00,-7.39,0.00,0.00,0.90,67.17,13.54,11.33,0.01,0.00,0.03,3186.113,122.134,2.351,-0.991,0.804,-113.172,0,0,0,0
11.737,30.428,-63.421,72.000,30.424,-63.412,70.324,77.345,-0.000,0.001,0.013,0.010,700.0,100.0,35.0,700.0,100.0,-21.1,-0.023,0.018,-2.514,-0.022,0.018,-2.531,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.129,0.00,0.00,-7.41,0.00,0.00,0.89,67.17,13.54,11.35,0.01,0.00,0.03,3186.113,122.134,2.292,-0.993,0.804,-113.880,0,0,0,0
11.744,30.428,-63.421,72.000,30.424,-63.412,70.322,77.345,-0.000,0.001,0.013,0.010,700.0,100.0,35.0,700.0,100.0,-21.1,-0.023,0.018,-2.517,-0.022,0.018,-2.531,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.129,0.00,0.00,-7.39,0.00,0.00,0.96,67.17,13.54,11.37,0.01,0.00,0.03,3186.113,122.134,2.342,-0.995,0.805,-113.876,0,0,0,0
11.769,30.428,-63.421,72.000,30.424,-63.412,70.325,77.345,-0.000,0.001,-0.024,-0.018,700.0,100.0,35.0,700.0,100.0,-21.1,-0.023,0.018,-2.513,-0.022,0.018,-2.516,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.009,0.00,0.00,-7.39,0.00,0.00,0.96,67.17,13.54,11.39,0.01,0.00,0.03,3186.113,122.134,2.283,-0.998,0.805,-113.203,0,0,0,0
11.799,30.428,-63.421,72.000,30.425,-63.412,70.323,77.345,-0.000,0.001,-0.024,-0.018,700.0,100.0,35.0,700.0,100.0,-21.1,-0.019,0.018,-2.516,-0.022,0.018,-2.516,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.009,0.00,0.00,-7.39,0.00,0.00,0.06,67.17,13.54,11.39,0.01,0.00,0.03,3186.113,122.134,2.333,-0.999,0.806,-113.205,0,0,0,0
11.806,30.428,-63.421,72.000,30.425,-63.412,70.323,77.345,-0.000,0.001,0.028,0.021,700.0,100.0,35.0,700.0,100.0,-21.1,-0.019,0.018,-2.516,-0.022,0.018,-2.495,70.8,2.7,0.1,-288.1,-117.8,-9.8,0.000,-0.000,0.010,0.00,0.00,-7.38,0.00,0.00,0.06,67.17,13.54,11.39,0.01,0.00,0.03,3186.113,122.134,2.331,-0.998,0.806,-112.223,0,0,0,0
11.830,30.428,-63.421,72.000,30.425,-63.412,70.323,77.345,-0.000,0.001,0.028,0.021,700.0,100.0,35.0,700.0,100.0,-21.1,-0.020,0.018,-2.516,-0.022,0.018,-2.495,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,0.010,0.00,0.00,-7.40,0.00,0.00,0.07,67.17,13.54,11.39,0.01,0.00,0.02,3186.113,122.134,2.323,-0.997,0.807,-112.250,0,0,0,0
11.846,30.428,-63.421,72.000,30.425,-63.412,70.321,77.345,-0.000,0.001,0.028,0.022,700.0,100.0,35.0,700.0,100.0,-21.1,-0.020,0.018,-2.519,-0.022,0.018,-2.495,70.8,2.7,0.1,-296.2,-125.2,-12.2,0.000,-0.000,-0.124,0.00,0.00,-7.37,0.00,0.00,0.07,67.17,13.54,11.39,0.01,0.00,0.03,3186.113,122.134,2.373,-0.995,0.808,-112.243,0,0,0,0
11.878,30.428,-63.421,72.000,30.425,-63.412,70.323,77.345,-0.000,0.001,0.028,0.022,700.0,100.0,35.0,700.0,100.0,-21.1,-0.020,0.018,-2.515,-0.022,0.018,-2.498,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.124,0.00,0.00,-7.40,0.00,0.00,0.92,67.17,13.54,11.41,0.01,0.00,0.03,3186.113,122.134,2.314,-0.992,0.809,-112.375,0,0,0,0
11.884,30.428,-63.421,72.000,30.425,-63.412,70.321,77.345,-0.000,0.001,0.028,0.022,700.0,100.0,35.0,700.0,100.0,-21.1,-0.020,0.018,-2.518,-0.022,0.018,-2.498,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.124,0.00,0.00,-7.38,0.00,0.00,0.92,67.17,13.54,11.43,0.01,0.00,0.03,3186.113,122.134,2.364,-0.988,0.810,-112.368,0,0,0,0
11.910,30.428,-63.421,72.000,30.425,-63.412,70.324,77.345,-0.000,0.001,0.028,0.022,700.0,100.0,35.0,700.0,100.0,-21.1,-0.020,0.018,-2.514,-0.022,0.018,-2.506,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.124,0.00,0.00,-7.41,0.00,0.00,0.92,67.17,13.54,11.45,0.01,0.00,0.03,3186.113,122.134,2.305,-0.984,0.810,-112.732,0,0,0,0
11.926,30.428,-63.421,72.000,30.425,-63.412,70.322,77.345,-0.000,0.001,0.028,0.022,700.0,100.0,35.0,700.0,100.0,-21.1,-0.020,0.018,-2.518,-0.022,0.018,-2.506,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.124,0.00,0.00,-7.38,0.00,0.00,0.92,67.17,13.54,11.46,0.01,0.00,0.03,3186.113,122.134,2.354,-0.980,0.811,-112.725,0,0,0,0
11.956,30.428,-63.421,72.000,30.425,-63.412,70.324,77.345,-0.000,0.001,0.018,0.014,700.0,100.0,35.0,700.0,100.0,-21.1,-0.020,0.018,-2.514,-0.022,0.018,-2.525,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.128,0.00,0.00,-7.41,0.00,0.00,0.92,67.17,13.54,11.48,0.01,0.00,0.03,3186.113,122.134,2.295,-0.976,0.812,-113.600,0,0,0,0
11.972,30.428,-63.421,72.000,30.425,-63.412,70.322,77.345,-0.000,0.001,0.018,0.014,700.0,100.0,35.0,700.0,100.0,-21.1,-0.020,0.018,-2.517,-0.022,0.018,-2.525,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.128,0.00,0.00,-7.39,0.00,0.00,0.95,67.17,13.54,11.50,0.01,0.00,0.03,3186.113,122.134,2.345,-0.971,0.813,-113.595,0,0,0,0
11.988,30.428,-63.421,72.000,30.425,-63.412,70.325,77.345,-0.000,0.001,-0.052,-0.040,700.0,100.0,35.0,700.0,100.0,-21.1,-0.020,0.018,-2.513,-0.021,0.018,-2.532,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.153,0.00,0.00,-7.40,0.00,0.00,0.94,67.17,13.54,11.52,0.01,0.00,0.03,3186.113,122.134,2.286,-0.966,0.814,-113.924,0,0,0,0
12.020,30.428,-63.421,72.000,30.425,-63.412,70.322,77.345,-0.000,0.001,-0.052,-0.040,700.0,100.0,35.0,700.0,100.0,-21.1,-0.020,0.018,-2.516,-0.021,0.018,-2.532,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.153,0.00,0.00,-7.39,0.00,0.00,1.13,67.17,13.54,11.54,0.01,0.00,0.03,3186.113,122.134,2.336,-0.961,0.815,-113.923,0,0,0,0
12.024,30.428,-63.421,72.000,30.425,-63.412,70.324,77.345,-0.000,0.001,-0.030,-0.023,700.0,100.0,35.0,700.0,100.0,-21.1,-0.020,0.018,-2.514,-0.021,0.018,-2.511,70.8,2.7,0.1,-288.7,-118.3,-10.0,0.000,-0.000,-0.145,0.00,0.00,-7.38,0.00,0.00,1.13,67.17,13.54,11.57,0.01,0.00,0.03,3186.113,122.134,2.292,-0.956,0.816,-112.948,0,0,0,0
12.052,30.428,-63.421,72.000,30.425,-63.411,70.323,77.345,-0.000,0.001,-0.030,-0.023,700.0,100.0,35.0,700.0,100.0,-21.1,-0.020,0.018,-2.516,-0.021,0.018,-2.511,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.145,0.00,0.00,-7.40,0.00,0.00,1.07,67.17,13.54,11.59,0.01,0.00,0.03,3186.112,122.134,2.327,-0.951,0.817,-112.966,0,0,0,0
12.068,30.428,-63.421,72.000,30.425,-63.411,70.321,77.345,-0.000,0.001,0.007,0.006,700.0,100.0,35.0,700.0,100.0,-21.1,-0.020,0.018,-2.519,-0.021,0.018,-2.500,70.8,2.7,0.1,-295.4,-124.5,-12.0,0.000,-0.000,-0.266,0.00,0.00,-7.37,0.00,0.00,1.07,67.17,13.54,11.61,0.01,0.00,0.03,3186.112,122.134,2.376,-0.945,0.818,-112.474,0,0,0,0
12.100,30.428,-63.421,72.000,30.425,-63.411,70.323,77.345,-0.000,0.001,0.007,0.006,700.0,100.0,35.0,700.0,100.0,-21.1,-0.020,0.018,-2.515,-0.021,0.018,-2.501,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.266,0.00,0.00,-7.40,0.00,0.00,1.96,67.17,13.54,11.65,0.01,0.00,0.03,3186.112,122.134,2.317,-0.940,0.819,-112.533,0,0,0,0
12.106,30.428,-63.421,72.000,30.425,-63.411,70.321,77.345,-0.000,0.001,0.007,0.006,700.0,100.0,35.0,700.0,100.0,-21.1,-0.020,0.018,-2.518,-0.021,0.018,-2.501,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.266,0.00,0.00,-7.38,0.00,0.00,1.97,67.17,13.54,11.69,0.01,0.00,0.03,3186.112,122.134,2.367,-0.935,0.820,-112.526,0,0,0,0
12.132,30.428,-63.421,72.000,30.425,-63.411,70.324,77.345,-0.000,0.001,0.007,0.006,700.0,100.0,35.0,700.0,100.0,-21.1,-0.020,0.019,-2.515,-0.021,0.018,-2.507,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.266,0.00,0.00,-7.40,0.00,0.00,1.96,67.17,13.54,11.73,0.01,0.00,0.03,3186.112,122.134,2.308,-0.929,0.821,-112.781,0,0,0,0
12.148,30.428,-63.421,72.000,30.425,-63.411,70.322,77.345,-0.000,0.001,0.008,0.006,700.0,100.0,35.0,700.0,100.0,-21.1,-0.020,0.019,-2.518,-0.021,0.018,-2.507,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.266,0.00,0.00,-7.38,0.00,0.00,1.97,67.17,13.54,11.77,0.01,0.00,0.03,3186.112,122.134,2.357,-0.924,0.821,-112.774,0,0,0,0
12.179,30.428,-63.421,72.000,30.425,-63.411,70.324,77.345,-0.000,0.001,0.008,0.006,700.0,100.0,35.0,700.0,100.0,-21.1,-0.020,0.019,-2.514,-0.020,0.018,-2.530,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.266,0.00,0.00,-7.41,0.00,0.00,1.96,67.17,13.54,11.81,0.01,0.00,0.03,3186.112,122.134,2.298,-0.919,0.822,-113.815,0,0,0,0
12.186,30.428,-63.421,72.000,30.425,-63.411,70.322,77.345,-0.000,0.001,0.008,0.006,700.0,100.0,35.0,700.0,100.0,-21.1,-0.020,0.019,-2.517,-0.020,0.018,-2.530,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.266,0.00,0.00,-7.39,0.00,0.00,1.97,67.17,13.54,11.85,0.01,0.00,0.03,3186.112,122.134,2.348,-0.914,0.823,-113.809,0,0,0,0
12.211,30.428,-63.421,72.000,30.425,-63.411,70.324,77.345,-0.000,0.001,-0.044,-0.034,700.0,100.0,35.0,700.0,100.0,-21.1,-0.020,0.019,-2.513,-0.020,0.018,-2.543,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.285,0.00,0.00,-7.40,0.00,0.00,1.96,67.17,13.54,11.88,0.01,0.00,0.03,3186.112,122.134,2.289,-0.911,0.824,-114.400,0,0,0,0
12.227,30.428,-63.421,72.000,30.425,-63.411,70.322,77.345,-0.000,0.001,-0.044,-0.034,700.0,100.0,35.0,700.0,100.0,-21.1,-0.021,0.019,-2.516,-0.020,0.018,-2.543,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.285,0.00,0.00,-7.39,0.00,0.00,2.11,67.17,13.54,11.93,0.01,0.00,0.03,3186.112,122.134,2.339,-0.910,0.825,-114.398,0,0,0,0
12.259,30.428,-63.421,72.000,30.425,-63.411,70.325,77.345,-0.000,0.001,-0.034,-0.026,700.0,100.0,35.0,700.0,100.0,-21.1,-0.021,0.019,-2.513,-0.020,0.018,-2.519,70.8,2.7,0.1,-288.9,-118.5,-10.1,0.000,-0.000,-0.147,0.00,0.00,-7.39,0.00,0.00,2.10,67.17,13.54,11.97,0.01,0.00,0.03,3186.112,122.134,2.284,-0.909,0.826,-113.343,0,0,0,0
12.265,30.428,-63.421,72.000,30.425,-63.411,70.323,77.345,-0.000,0.001,-0.034,-0.026,700.0,100.0,35.0,700.0,100.0,-21.1,-0.021,0.019,-2.516,-0.020,0.018,-2.520,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.147,0.00,0.00,-7.40,0.00,0.00,1.08,67.17,13.54,11.99,0.01,0.00,0.03,3186.112,122.134,2.330,-0.908,0.827,-113.348,0,0,0,0
