Temps (s),Consigne flèche (deg),Consigne balancier (deg),Consigne godet (deg),Gamma 1 (deg),Gamma 2 (deg),Gamma 3 (deg),Gamma 5 (deg),Vitesse axe flèche (deg/s),Vitesse axe balancier (deg/s),Vitesse axe godet (deg/s),Vitesse axe triangle (deg/s),Consigne X (mm),Consigne Y (mm),Consigne gamma (deg),X (mm),Y (mm),Gamma (deg),Consigne vitesse vérin 1 (mm/s),Consigne vitesse vérin 2 (mm/s),Consigne vitesse vérin 3 (mm/s),Vitesse vérin 1 (mm/s),Vitesse vérin 2 (mm/s),Vitesse vérin 3 (mm/s),Longueur vérin 1 (mm),Longueur vérin 2 (mm),Longueur vérin 3 (mm),Force vérin 1 (N),Force vérin 2 (N),Force vérin 3 (N),Courant vérin 1 (A),Courant vérin 2 (A),Courant vérin 3 (A),Tension vérin 1 (V),Tension vérin 2 (V),Tension vérin 3 (V),Puissance vérin 1 (W),Puissance vérin 2 (W),Puissance vérin 3 (W),Energie vérin 1 (J),Energie vérin 2 (J),Energie vérin 3 (J),Puissance mécanique vérin 1 (W),Puissance mécanique vérin 2 (W),Puissance mécanique vérin 3 (W),Angle moteur vérin 1 (rad),Angle moteur vérin 2 (rad),Angle moteur vérin 3 (rad),Vitesse moteur vérin 1 (rad/s),Vitesse moteur vérin 2 (rad/s),Vitesse moteur vérin 3 (rad/s),Butée flèche,Butée balancier,Butée godet,Butée sol
11.358,30.428,-63.421,72.000,30.424,-63.411,70.324,77.345,0.001,0.016,-0.044,-0.034,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.020,-2.514,0.059,-0.108,-2.549,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.016,-0.404,-0.285,0.00,0.00,-7.41,0.00,0.00,2.00,70.62,36.09,9.08,0.02,0.01,0.03,3186.182,122.094,2.289,2.636,-4.848,-114.651,0,0,0,0
11.390,30.428,-63.421,72.000,30.424,-63.411,70.322,77.345,0.001,0.013,-0.044,-0.034,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.020,-2.517,0.045,-0.111,-2.548,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.008,-0.372,-0.285,0.00,0.00,-7.39,0.00,0.00,2.11,70.62,36.09,9.13,0.02,0.01,0.03,3186.181,122.094,2.339,2.028,-5.011,-114.648,0,0,0,0
11.395,30.428,-63.421,72.000,30.424,-63.411,70.324,77.345,0.001,0.011,-0.034,-0.026,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.020,-2.513,0.033,-0.114,-2.525,70.8,2.7,0.1,-288.9,-118.5,-10.1,0.004,-0.341,-0.147,0.00,0.00,-7.39,0.00,0.00,2.10,70.62,36.09,9.17,0.01,0.01,0.03,3186.180,122.094,2.285,1.473,-5.140,-113.594,0,0,0,0
11.421,30.428,-63.421,72.000,30.424,-63.411,70.323,77.345,0.001,0.009,-0.034,-0.026,700.0,100.0,35.0,700.0,100.0,-21.1,-0.024,0.020,-2.516,0.022,-0.117,-2.525,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.309,-0.147,0.00,0.00,-7.40,0.00,0.00,1.08,70.62,36.09,9.19,0.01,0.01,0.03,3186.180,122.094,2.330,1.002,-5.242,-113.600,0,0,0,0
11.436,30.428,-63.421,72.000,30.424,-63.411,70.321,77.345,0.001,0.007,0.036,0.027,700.0,100.0,35.0,700.0,100.0,-21.1,-0.024,0.020,-2.518,0.013,-0.118,-2.500,70.8,2.7,0.1,-287.8,-117.5,-9.7,0.001,-0.278,-0.121,0.00,0.00,-7.37,0.00,0.00,1.08,70.62,36.09,9.21,0.01,0.01,0.03,3186.179,122.094,2.361,0.580,-5.323,-112.457,0,0,0,0
11.467,30.428,-63.421,72.000,30.424,-63.411,70.323,77.345,0.001,0.005,0.036,0.028,700.0,100.0,35.0,700.0,100.0,-21.1,-0.024,0.020,-2.516,0.005,-0.120,-2.501,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.246,-0.121,0.00,0.00,-7.40,0.00,0.00,0.89,70.62,36.09,9.23,0.00,0.01,0.02,3186.178,122.094,2.320,0.235,-5.387,-112.498,0,0,0,0
11.483,30.428,-63.421,72.000,30.424,-63.411,70.321,77.345,0.001,0.004,0.036,0.028,700.0,100.0,35.0,700.0,100.0,-21.1,-0.024,0.020,-2.519,-0.001,-0.121,-2.500,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.214,-0.121,0.00,0.00,-7.38,0.00,0.00,0.90,70.62,36.09,9.25,0.00,0.01,0.03,3186.177,122.095,2.370,-0.044,-5.437,-112.491,0,0,0,0
11.499,30.428,-63.421,72.000,30.424,-63.411,70.323,77.345,0.001,0.002,0.036,0.028,700.0,100.0,35.0,700.0,100.0,-21.1,-0.024,0.020,-2.515,-0.006,-0.122,-2.504,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.183,-0.121,0.00,0.00,-7.40,0.00,0.00,0.89,70.62,36.09,9.26,0.00,0.01,0.03,3186.176,122.095,2.311,-0.268,-5.478,-112.671,0,0,0,0
11.515,30.428,-63.421,72.000,30.424,-63.411,70.321,77.345,0.001,0.001,0.036,0.028,700.0,100.0,35.0,700.0,100.0,-21.1,-0.024,0.020,-2.518,-0.010,-0.122,-2.504,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.151,-0.121,0.00,0.00,-7.38,0.00,0.00,0.90,70.62,36.09,9.28,0.00,0.01,0.03,3186.176,122.095,2.361,-0.445,-5.511,-112.664,0,0,0,0
11.547,30.428,-63.421,72.000,30.424,-63.411,70.324,77.345,0.001,0.000,0.036,0.028,700.0,100.0,35.0,700.0,100.0,-21.1,-0.024,0.020,-2.514,-0.013,-0.123,-2.516,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.119,-0.121,0.00,0.00,-7.41,0.00,0.00,0.89,70.62,36.09,9.30,0.00,0.01,0.03,3186.175,122.095,2.302,-0.586,-5.538,-113.182,0,0,0,0
11.563,30.428,-63.421,72.000,30.424,-63.411,70.322,77.345,0.001,-0.000,0.036,0.028,700.0,100.0,35.0,700.0,100.0,-21.1,-0.024,0.020,-2.517,-0.015,-0.108,-2.516,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.088,-0.121,0.00,0.00,-7.39,0.00,0.00,0.90,70.62,36.09,9.32,0.00,0.01,0.03,3186.174,122.095,2.351,-0.696,-4.852,-113.176,0,0,0,0
11.578,30.428,-63.421,72.000,30.424,-63.411,70.324,77.345,0.001,-0.000,0.013,0.010,700.0,100.0,35.0,700.0,100.0,-21.1,-0.024,0.020,-2.514,-0.017,-0.092,-2.531,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.062,-0.129,0.00,0.00,-7.41,0.00,0.00,0.89,70.62,36.09,9.34,0.00,0.01,0.03,3186.173,122.095,2.292,-0.783,-4.148,-113.885,0,0,0,0
11.609,30.428,-63.421,72.000,30.424,-63.411,70.322,77.345,0.001,-0.000,0.013,0.010,700.0,100.0,35.0,700.0,100.0,-21.1,-0.023,0.020,-2.517,-0.019,-0.078,-2.531,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.040,-0.129,0.00,0.00,-7.39,0.00,0.00,0.96,70.62,36.09,9.36,0.01,0.01,0.03,3186.173,122.095,2.342,-0.850,-3.488,-113.881,0,0,0,0
11.614,30.428,-63.421,72.000,30.424,-63.411,70.325,77.345,0.001,-0.000,-0.024,-0.018,700.0,100.0,35.0,700.0,100.0,-21.1,-0.023,0.020,-2.513,-0.020,-0.064,-2.516,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.023,-0.009,0.00,0.00,-7.39,0.00,0.00,0.96,70.62,36.09,9.37,0.01,0.01,0.03,3186.172,122.096,2.282,-0.903,-2.873,-113.207,0,0,0,0
11.641,30.428,-63.421,72.000,30.424,-63.411,70.322,77.345,0.001,-0.000,-0.024,-0.018,700.0,100.0,35.0,700.0,100.0,-21.1,-0.023,0.020,-2.516,-0.021,-0.051,-2.516,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.012,-0.009,0.00,0.00,-7.39,0.00,0.00,0.06,70.62,36.09,9.38,0.01,0.01,0.03,3186.171,122.096,2.333,-0.943,-2.302,-113.210,0,0,0,0
11.657,30.428,-63.421,72.000,30.424,-63.411,70.323,77.345,0.001,-0.000,0.028,0.021,700.0,100.0,35.0,700.0,100.0,-21.1,-0.023,0.020,-2.516,-0.022,-0.039,-2.495,70.8,2.7,0.1,-288.1,-117.8,-9.8,0.001,-0.005,0.010,0.00,0.00,-7.38,0.00,0.00,0.06,70.62,36.09,9.38,0.01,0.01,0.03,3186.171,122.096,2.331,-0.973,-1.773,-112.228,0,0,0,0
11.689,30.428,-63.421,72.000,30.424,-63.411,70.323,77.345,0.001,-0.000,0.028,0.022,700.0,100.0,35.0,700.0,100.0,-21.1,-0.023,0.020,-2.516,-0.022,-0.029,-2.495,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,0.010,0.00,0.00,-7.40,0.00,0.00,0.07,70.62,36.09,9.38,0.01,0.00,0.02,3186.170,122.096,2.323,-0.996,-1.313,-112.255,0,0,0,0
11.705,30.428,-63.421,72.000,30.424,-63.411,70.321,77.345,0.001,-0.000,0.028,0.022,700.0,100.0,35.0,700.0,100.0,-21.1,-0.023,0.020,-2.519,-0.023,-0.020,-2.495,70.8,2.7,0.1,-296.2,-125.2,-12.2,0.001,-0.000,-0.124,0.00,0.00,-7.37,0.00,0.00,0.07,70.62,36.09,9.38,0.01,0.00,0.03,3186.170,122.096,2.373,-1.013,-0.893,-112.248,0,0,0,0
11.721,30.428,-63.421,72.000,30.424,-63.411,70.323,77.345,0.001,-0.000,0.028,0.022,700.0,100.0,35.0,700.0,100.0,-21.1,-0.023,0.020,-2.515,-0.023,-0.012,-2.498,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.124,0.00,0.00,-7.40,0.00,0.00,0.92,70.62,36.09,9.40,0.01,0.00,0.03,3186.169,122.096,2.314,-1.026,-0.532,-112.379,0,0,0,0
11.737,30.428,-63.421,72.000,30.424,-63.411,70.321,77.345,0.001,-0.000,0.028,0.022,700.0,100.0,35.0,700.0,100.0,-21.1,-0.023,0.020,-2.518,-0.023,-0.005,-2.498,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.124,0.00,0.00,-7.38,0.00,0.00,0.92,70.62,36.09,9.42,0.01,0.00,0.03,3186.168,122.096,2.363,-1.035,-0.238,-112.372,0,0,0,0
11.769,30.428,-63.421,72.000,30.424,-63.411,70.324,77.345,0.001,-0.000,0.028,0.022,700.0,100.0,35.0,700.0,100.0,-21.1,-0.023,0.020,-2.514,-0.023,-0.000,-2.506,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.124,0.00,0.00,-7.41,0.00,0.00,0.92,70.62,36.09,9.44,0.01,0.00,0.03,3186.168,122.096,2.304,-1.041,-0.002,-112.736,0,0,0,0
11.776,30.428,-63.421,72.000,30.424,-63.411,70.322,77.345,0.001,-0.000,0.028,0.022,700.0,100.0,35.0,700.0,100.0,-21.1,-0.023,0.020,-2.518,-0.023,0.004,-2.506,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.124,0.00,0.00,-7.38,0.00,0.00,0.92,70.62,36.09,9.45,0.01,0.00,0.03,3186.167,122.097,2.354,-1.045,0.188,-112.729,0,0,0,0
11.800,30.428,-63.421,72.000,30.424,-63.411,70.324,77.345,0.001,-0.000,0.018,0.014,700.0,100.0,35.0,700.0,100.0,-21.1,-0.023,0.020,-2.514,-0.023,0.008,-2.525,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.128,0.00,0.00,-7.41,0.00,0.00,0.92,70.62,36.09,9.47,0.01,0.00,0.03,3186.167,122.097,2.295,-1.047,0.339,-113.605,0,0,0,0
11.815,30.428,-63.421,72.000,30.424,-63.411,70.322,77.345,0.001,-0.000,0.018,0.014,700.0,100.0,35.0,700.0,100.0,-21.1,-0.023,0.020,-2.517,-0.023,0.010,-2.525,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.128,0.00,0.00,-7.39,0.00,0.00,0.95,70.62,36.09,9.49,0.01,0.00,0.03,3186.166,122.097,2.345,-1.048,0.459,-113.599,0,0,0,0
11.846,30.428,-63.421,72.000,30.424,-63.411,70.324,77.345,0.001,-0.000,-0.052,-0.040,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.020,-2.513,-0.023,0.012,-2.532,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.153,0.00,0.00,-7.40,0.00,0.00,0.94,70.62,36.09,9.51,0.01,0.00,0.03,3186.165,122.097,2.285,-1.047,0.554,-113.928,0,0,0,0
11.862,30.428,-63.421,72.000,30.425,-63.411,70.322,77.345,0.001,-0.000,-0.052,-0.040,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.020,-2.516,-0.023,0.014,-2.532,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.153,0.00,0.00,-7.39,0.00,0.00,1.13,70.62,36.09,9.53,0.01,0.00,0.03,3186.165,122.097,2.335,-1.046,0.629,-113.927,0,0,0,0
11.878,30.428,-63.421,72.000,30.425,-63.411,70.324,77.345,0.001,-0.000,-0.016,-0.012,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.020,-2.515,-0.023,0.015,-2.511,70.8,2.7,0.1,-288.4,-118.1,-9.9,0.000,-0.000,-0.140,0.00,0.00,-7.38,0.00,0.00,1.13,70.62,36.09,9.56,0.01,0.00,0.03,3186.164,122.097,2.309,-1.045,0.689,-112.986,0,0,0,0
11.909,30.428,-63.421,72.000,30.425,-63.411,70.323,77.345,0.001,-0.000,-0.016,-0.012,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.020,-2.516,-0.023,0.016,-2.512,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.140,0.00,0.00,-7.40,0.00,0.00,1.03,70.62,36.09,9.58,0.01,0.00,0.02,3186.164,122.097,2.326,-1.042,0.735,-113.003,0,0,0,0
11.915,30.428,-63.421,72.000,30.425,-63.411,70.321,77.345,0.001,-0.000,0.021,0.016,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.020,-2.519,-0.023,0.017,-2.501,70.8,2.7,0.1,-295.4,-124.5,-12.0,0.000,-0.000,-0.261,0.00,0.00,-7.37,0.00,0.00,1.04,70.62,36.09,9.60,0.01,0.00,0.03,3186.163,122.097,2.375,-1.040,0.772,-112.511,0,0,0,0
11.940,30.428,-63.421,72.000,30.425,-63.411,70.323,77.345,0.001,-0.000,0.021,0.016,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.020,-2.515,-0.023,0.018,-2.502,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.261,0.00,0.00,-7.40,0.00,0.00,1.92,70.62,36.09,9.64,0.01,0.00,0.03,3186.163,122.097,2.317,-1.037,0.801,-112.570,0,0,0,0
11.956,30.428,-63.421,72.000,30.425,-63.411,70.321,77.345,0.001,-0.000,0.021,0.016,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.020,-2.518,-0.023,0.018,-2.502,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.261,0.00,0.00,-7.38,0.00,0.00,1.93,70.62,36.09,9.67,0.01,0.00,0.03,3186.162,122.098,2.366,-1.034,0.823,-112.563,0,0,0,0
11.988,30.428,-63.421,72.000,30.425,-63.411,70.324,77.345,0.001,-0.000,0.021,0.016,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.020,-2.515,-0.023,0.019,-2.508,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.261,0.00,0.00,-7.41,0.00,0.00,1.92,70.62,36.09,9.71,0.01,0.00,0.03,3186.162,122.098,2.307,-1.031,0.841,-112.819,0,0,0,0
12.003,30.428,-63.421,72.000,30.425,-63.411,70.322,77.345,0.001,-0.000,0.021,0.016,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.020,-2.518,-0.023,0.019,-2.508,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.261,0.00,0.00,-7.38,0.00,0.00,1.93,70.62,36.09,9.75,0.01,0.00,0.03,3186.161,122.098,2.357,-1.028,0.854,-112.812,0,0,0,0
12.019,30.428,-63.421,72.000,30.425,-63.411,70.324,77.345,0.001,-0.000,0.021,0.016,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.020,-2.514,-0.023,0.019,-2.531,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.261,0.00,0.00,-7.41,0.00,0.00,1.93,70.62,36.09,9.79,0.01,0.00,0.03,3186.161,122.098,2.298,-1.025,0.865,-113.854,0,0,0,0
12.050,30.428,-63.421,72.000,30.425,-63.411,70.322,77.345,0.001,-0.000,0.021,0.016,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.020,-2.517,-0.023,0.019,-2.531,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.261,0.00,0.00,-7.39,0.00,0.00,1.93,70.62,36.09,9.83,0.01,0.00,0.03,3186.161,122.098,2.348,-1.021,0.873,-113.848,0,0,0,0
12.065,30.428,-63.421,72.000,30.425,-63.411,70.324,77.345,0.001,-0.000,-0.030,-0.023,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.020,-2.513,-0.023,0.020,-2.540,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.280,0.00,0.00,-7.40,0.00,0.00,1.93,70.62,36.09,9.87,0.01,0.00,0.03,3186.160,122.098,2.288,-1.018,0.879,-114.263,0,0,0,0
12.080,30.428,-63.421,72.000,30.425,-63.411,70.322,77.345,0.001,-0.000,-0.030,-0.023,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.020,-2.517,-0.023,0.020,-2.540,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.280,0.00,0.00,-7.39,0.00,0.00,2.07,70.62,36.09,9.91,0.01,0.00,0.03,3186.160,122.098,2.338,-1.015,0.884,-114.261,0,0,0,0
12.096,30.428,-63.421,72.000,30.425,-63.411,70.325,77.345,0.001,-0.000,-0.020,-0.016,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.020,-2.513,-0.022,0.020,-2.516,70.8,2.7,0.1,-288.9,-118.5,-10.1,0.000,-0.000,-0.142,0.00,0.00,-7.39,0.00,0.00,2.07,70.62,36.09,9.95,0.01,0.00,0.03,3186.159,122.098,2.284,-1.011,0.888,-113.207,0,0,0,0
12.128,30.428,-63.421,72.000,30.425,-63.411,70.323,77.345,0.001,-0.000,-0.020,-0.015,700.0,100.0,35.0,700.0,100.0,-21.1,-0.022,0.020,-2.516,-0.022,0.020,-2.517,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.142,0.00,0.00,-7.40,0.00,0.00,1.05,70.62,36.09,9.97,0.01,0.00,0.03,3186.159,122.098,2.329,-1.008,0.891,-113.212,0,0,0,0
12.144,30.428,-63.421,72.000,30.425,-63.411,70.321,77.345,0.001,-0.000,0.049,0.038,700.0,100.0,35.0,700.0,100.0,-21.1,-0.021,0.020,-2.518,-0.022,0.020,-2.491,70.8,2.7,0.1,-287.8,-117.5,-9.7,0.000,-0.000,-0.116,0.00,0.00,-7.37,0.00,0.00,1.05,70.62,36.09,9.99,0.01,0.00,0.03,3186.158,122.098,2.361,-1.005,0.893,-112.069,0,0,0,0
12.159,30.428,-63.421,72.000,30.425,-63.411,70.323,77.345,0.001,-0.000,0.049,0.038,700.0,100.0,35.0,700.0,100.0,-21.1,-0.021,0.020,-2.515,-0.022,0.020,-2.492,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.116,0.00,0.00,-7.40,0.00,0.00,0.86,70.62,36.09,10.01,0.01,0.00,0.02,3186.158,122.098,2.320,-1.002,0.894,-112.109,0,0,0,0
12.175,30.428,-63.421,72.000,30.425,-63.411,70.321,77.345,0.001,-0.000,0.049,0.038,700.0,100.0,35.0,700.0,100.0,-21.1,-0.021,0.020,-2.518,-0.022,0.020,-2.492,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.116,0.00,0.00,-7.38,0.00,0.00,0.86,70.62,36.09,10.03,0.01,0.00,0.03,3186.158,122.099,2.369,-0.999,0.895,-112.102,0,0,0,0
12.207,30.428,-63.421,72.000,30.425,-63.411,70.324,77.345,0.001,-0.000,0.049,0.038,700.0,100.0,35.0,700.0,100.0,-21.1,-0.021,0.020,-2.515,-0.022,0.020,-2.496,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.116,0.00,0.00,-7.40,0.00,0.00,0.86,70.62,36.09,10.04,0.01,0.00,0.03,3186.157,122.099,2.310,-0.996,0.896,-112.282,0,0,0,0
12.223,30.428,-63.421,72.000,30.425,-63.411,70.321,77.345,0.001,-0.000,0.049,0.038,700.0,100.0,35.0,700.0,100.0,-21.1,-0.021,0.020,-2.518,-0.022,0.020,-2.496,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.116,0.00,0.00,-7.38,0.00,0.00,0.86,70.62,36.09,10.06,0.01,0.00,0.03,3186.157,122.099,2.360,-0.992,0.897,-112.275,0,0,0,0
12.238,30.428,-63.421,72.000,30.425,-63.411,70.324,77.345,0.001,-0.000,0.049,0.038,700.0,100.0,35.0,700.0,100.0,-21.1,-0.021,0.020,-2.514,-0.022,0.020,-2.512,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.116,0.00,0.00,-7.41,0.00,0.00,0.86,70.62,36.09,10.08,0.01,0.00,0.03,3186.157,122.099,2.301,-0.989,0.897,-113.009,0,0,0,0
12.269,30.428,-63.421,72.000,30.425,-63.411,70.322,77.345,0.001,-0.000,0.049,0.038,700.0,100.0,35.0,700.0,100.0,-21.1,-0.021,0.020,-2.517,-0.022,0.020,-2.512,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.116,0.00,0.00,-7.39,0.00,0.00,0.86,70.62,36.09,10.09,0.01,0.00,0.03,3186.156,122.099,2.351,-0.986,0.897,-113.003,0,0,0,0
12.284,30.428,-63.421,72.000,30.425,-63.411,70.324,77.345,0.001,-0.000,0.013,0.010,700.0,100.0,35.0,700.0,100.0,-21.1,-0.021,0.020,-2.514,-0.022,0.020,-2.527,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.129,0.00,0.00,-7.41,0.00,0.00,0.86,70.62,36.09,10.11,0.01,0.00,0.03,3186.156,122.099,2.292,-0.983,0.897,-113.678,0,0,0,0
12.299,30.428,-63.421,72.000,30.425,-63.411,70.322,77.345,0.001,-0.000,0.014,0.010,700.0,100.0,35.0,700.0,100.0,-21.1,-0.021,0.020,-2.517,-0.022,0.020,-2.527,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.129,0.00,0.00,-7.39,0.00,0.00,0.96,70.62,36.09,10.13,0.01,0.00,0.03,3186.155,122.099,2.342,-0.981,0.897,-113.674,0,0,0,0
12.315,30.428,-63.421,72.000,30.425,-63.411,70.325,77.345,0.001,-0.000,-0.024,-0.018,700.0,100.0,35.0,700.0,100.0,-21.1,-0.021,0.020,-2.513,-0.022,0.020,-2.512,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.009,0.00,0.00,-7.39,0.00,0.00,0.96,70.62,36.09,10.15,0.01,0.00,0.03,3186.155,122.099,2.282,-0.978,0.897,-113.001,0,0,0,0
12.346,30.428,-63.421,72.000,30.425,-63.411,70.323,77.345,0.000,-0.000,-0.024,-0.018,700.0,100.0,35.0,700.0,100.0,-21.1,-0.021,0.020,-2.516,-0.022,0.020,-2.512,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.009,0.00,0.00,-7.39,0.00,0.00,0.06,70.62,36.09,10.15,0.01,0.00,0.03,3186.155,122.099,2.332,-0.975,0.897,-113.003,0,0,0,0
12.362,30.428,-63.421,72.000,30.425,-63.411,70.323,77.345,0.000,-0.000,0.028,0.022,700.0,100.0,35.0,700.0,100.0,-21.1,-0.021,0.020,-2.516,-0.022,0.020,-2.490,70.8,2.7,0.1,-288.1,-117.8,-9.8,0.000,-0.000,0.010,0.00,0.00,-7.38,0.00,0.00,0.06,70.62,36.09,10.15,0.01,0.00,0.03,3186.155,122.099,2.330,-0.972,0.897,-112.021,0,0,0,0
12.377,30.428,-63.421,72.000,30.425,-63.411,70.323,77.345,0.000,-0.000,0.028,0.022,700.0,100.0,35.0,700.0,100.0,-21.1,-0.021,0.020,-2.515,-0.022,0.020,-2.491,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,0.010,0.00,0.00,-7.40,0.00,0.00,0.07,70.62,36.09,10.15,0.01,0.00,0.02,3186.154,122.099,2.323,-0.969,0.896,-112.047,0,0,0,0
12.409,30.428,-63.421,72.000,30.424,-63.411,70.321,77.345,0.000,-0.000,0.028,0.022,700.0,100.0,35.0,700.0,100.0,-21.1,-0.024,0.020,-2.519,-0.022,0.020,-2.490,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,0.010,0.00,0.00,-7.37,0.00,0.00,0.07,70.62,36.09,10.16,0.01,0.00,0.03,3186.154,122.099,2.372,-0.969,0.896,-112.040,0,0,0,0
12.425,30.428,-63.421,72.000,30.424,-63.411,70.323,77.345,0.000,-0.000,0.028,0.022,700.0,100.0,35.0,700.0,100.0,-21.1,-0.024,0.020,-2.515,-0.022,0.020,-2.493,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,0.010,0.00,0.00,-7.40,0.00,0.00,0.07,70.62,36.09,10.16,0.01,0.00,0.03,3186.154,122.099,2.314,-0.970,0.896,-112.164,0,0,0,0
12.441,30.428,-63.421,72.000,30.424,-63.411,70.321,77.345,0.000,-0.000,0.028,0.022,700.0,100.0,35.0,700.0,100.0,-21.1,-0.024,0.020,-2.518,-0.022,0.020,-2.493,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,0.010,0.00,0.00,-7.38,0.00,0.00,0.07,70.62,36.09,10.16,0.01,0.00,0.03,3186.153,122.099,2.363,-0.971,0.896,-112.157,0,0,0,0
12.457,30.428,-63.421,72.000,30.424,-63.411,70.324,77.345,0.000,-0.000,0.028,0.022,700.0,100.0,35.0,700.0,100.0,-21.1,-0.024,0.020,-2.514,-0.022,0.020,-2.505,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,0.010,0.00,0.00,-7.41,0.00,0.00,0.07,70.62,36.09,10.16,0.01,0.00,0.03,3186.153,122.099,2.304,-0.974,0.895,-112.697,0,0,0,0
12.489,30.428,-63.421,72.000,30.424,-63.411,70.322,77.345,0.000,-0.000,0.028,0.022,700.0,100.0,35.0,700.0,100.0,-21.1,-0.024,0.020,-2.517,-0.022,0.020,-2.505,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,0.010,0.00,0.00,-7.38,0.00,0.00,0.08,70.62,36.09,10.16,0.01,0.00,0.03,3186.153,122.100,2.354,-0.977,0.895,-112.691,0,0,0,0
